"hgnc_symbol","entrezgene_id","description","gene_biotype"
"MTFMT",123263,"mitochondrial methionyl-tRNA formyltransferase [Source:HGNC Symbol;Acc:HGNC:29666]","protein_coding"
"MTFR1",9650,"mitochondrial fission regulator 1 [Source:HGNC Symbol;Acc:HGNC:29510]","protein_coding"
"MTG1",92170,"mitochondrial ribosome associated GTPase 1 [Source:HGNC Symbol;Acc:HGNC:32159]","protein_coding"
"MTHFD1",4522,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7432]","protein_coding"
"MTHFD1L",25902,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like [Source:HGNC Symbol;Acc:HGNC:21055]","protein_coding"
"MTHFD2",10797,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:7434]","protein_coding"
"MTHFD2L",441024,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like [Source:HGNC Symbol;Acc:HGNC:31865]","protein_coding"
"MTHFR",4524,"methylenetetrahydrofolate reductase [Source:HGNC Symbol;Acc:HGNC:7436]","protein_coding"
"MTHFS",10588,"methenyltetrahydrofolate synthetase [Source:HGNC Symbol;Acc:HGNC:7437]","protein_coding"
"MTHFSD",64779,"methenyltetrahydrofolate synthetase domain containing [Source:HGNC Symbol;Acc:HGNC:25778]","protein_coding"
"MTIF2",4528,"mitochondrial translational initiation factor 2 [Source:HGNC Symbol;Acc:HGNC:7441]","protein_coding"
"MTIF3",219402,"mitochondrial translational initiation factor 3 [Source:HGNC Symbol;Acc:HGNC:29788]","protein_coding"
"MTM1",4534,"myotubularin 1 [Source:HGNC Symbol;Acc:HGNC:7448]","protein_coding"
"MTMR1",8776,"myotubularin related protein 1 [Source:HGNC Symbol;Acc:HGNC:7449]","protein_coding"
"MTMR10",54893,"myotubularin related protein 10 [Source:HGNC Symbol;Acc:HGNC:25999]","protein_coding"
"MTMR11",10903,"myotubularin related protein 11 [Source:HGNC Symbol;Acc:HGNC:24307]","protein_coding"
"MTMR12",54545,"myotubularin related protein 12 [Source:HGNC Symbol;Acc:HGNC:18191]","protein_coding"
"MTMR14",64419,"myotubularin related protein 14 [Source:HGNC Symbol;Acc:HGNC:26190]","protein_coding"
"MTMR2",8898,"myotubularin related protein 2 [Source:HGNC Symbol;Acc:HGNC:7450]","protein_coding"
"MTMR3",8897,"myotubularin related protein 3 [Source:HGNC Symbol;Acc:HGNC:7451]","protein_coding"
"NAPA-AS1",NA,"NAPA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44118]","lncRNA"
"NDUFAF4P1",NA,"NADH:ubiquinone oxidoreductase complex assembly factor 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44194]","processed_pseudogene"
"NDUFB2-AS1",100134713,"NDUFB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40396]","lncRNA"
"NMRK2",27231,"nicotinamide riboside kinase 2 [Source:HGNC Symbol;Acc:HGNC:17871]","protein_coding"
"NTMT1",28989,"N-terminal Xaa-Pro-Lys N-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23373]","protein_coding"
"NTRK3-AS1",283738,"NTRK3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27532]","lncRNA"
"NXPE1",120400,"neurexophilin and PC-esterase domain family member 1 [Source:HGNC Symbol;Acc:HGNC:28527]","protein_coding"
"NXPE2",120406,"neurexophilin and PC-esterase domain family member 2 [Source:HGNC Symbol;Acc:HGNC:26331]","protein_coding"
"NXPE3",91775,"neurexophilin and PC-esterase domain family member 3 [Source:HGNC Symbol;Acc:HGNC:28238]","protein_coding"
"NXPE4",54827,"neurexophilin and PC-esterase domain family member 4 [Source:HGNC Symbol;Acc:HGNC:23117]","protein_coding"
"OACYLP",NA,"O-acyltransferase like, pseudogene [Source:HGNC Symbol;Acc:HGNC:44362]","transcribed_unitary_pseudogene"
"PACRG-AS1",NA,"PACRG antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27772]","lncRNA"
"PALD1",27143,"phosphatase domain containing paladin 1 [Source:HGNC Symbol;Acc:HGNC:23530]","protein_coding"
"PARD6G-AS1",100130522,"PARD6G antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44109]","lncRNA"
"PCED1A",64773,"PC-esterase domain containing 1A [Source:HGNC Symbol;Acc:HGNC:16212]","protein_coding"
"PCED1B",91523,"PC-esterase domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28255]","protein_coding"
"PCED1B-AS1",100233209,"PCED1B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44166]","lncRNA"
"PCOLCE-AS1",100129845,"PCOLCE antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40430]","lncRNA"
"PHKA2-AS1",NA,"PHKA2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44110]","lncRNA"
"PINLYP",390940,"phospholipase A2 inhibitor and LY6/PLAUR domain containing [Source:HGNC Symbol;Acc:HGNC:44206]","protein_coding"
"PITPNA-AS1",NA,"PITPNA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44116]","lncRNA"
"PRKAG2-AS1",NA,"PRKAG2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40468]","lncRNA"
"PXN-AS1",NA,"PXN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44123]","lncRNA"
"RAB11B-AS1",100507567,"RAB11B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44178]","lncRNA"
"RNF157-AS1",NA,"RNF157 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44127]","lncRNA"
"RSU1P2",NA,"Ras suppressor protein 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44391]","transcribed_unprocessed_pseudogene"
"SATB2-AS1",150538,"SATB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26490]","lncRNA"
"SBF2-AS1",283104,"SBF2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27438]","lncRNA"
"SLC25A3P1",NA,"solute carrier family 25 member 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26869]","transcribed_processed_pseudogene"
"SLC25A3P1",163742,"solute carrier family 25 member 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26869]","lncRNA"
"SLC25A51",92014,"solute carrier family 25 member 51 [Source:HGNC Symbol;Acc:HGNC:23323]","protein_coding"
"SLC25A51P1",NA,"SLC25A51 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23325]","processed_pseudogene"
"SLC25A51P1",NA,"SLC25A51 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23325]","transcribed_processed_pseudogene"
"SLC25A52",147407,"solute carrier family 25 member 52 [Source:HGNC Symbol;Acc:HGNC:23324]","protein_coding"
"SLC25A53",401612,"solute carrier family 25 member 53 [Source:HGNC Symbol;Acc:HGNC:31894]","protein_coding"
"SLC26A4-AS1",NA,"SLC26A4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:22385]","lncRNA"
"SLC52A1",55065,"solute carrier family 52 member 1 [Source:HGNC Symbol;Acc:HGNC:30225]","protein_coding"
"SLC52A2",79581,"solute carrier family 52 member 2 [Source:HGNC Symbol;Acc:HGNC:30224]","protein_coding"
"SLC7A11-AS1",641364,"SLC7A11 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44064]","lncRNA"
"SLC8A1-AS1",NA,"SLC8A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44102]","lncRNA"
"SLFNL1-AS1",100507178,"SLFNL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44126]","lncRNA"
"SMIM1",388588,"small integral membrane protein 1 (Vel blood group) [Source:HGNC Symbol;Acc:HGNC:44204]","protein_coding"
"SOCS2-AS1",144481,"SOCS2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27054]","lncRNA"
"SPATA31A5",727905,"SPATA31 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:32005]","protein_coding"
"SPATA31A6",389730,"SPATA31 subfamily A member 6 [Source:HGNC Symbol;Acc:HGNC:32006]","protein_coding"
"SPATA31A7",26165,"SPATA31 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:32007]","protein_coding"
"SPATA31C1",441452,"SPATA31 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:27846]","protein_coding"
"SPATA31C2",645961,"SPATA31 subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:24508]","protein_coding"
"SPATA31D1",389763,"SPATA31 subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:37283]","protein_coding"
"SPATA31D5P",NA,"SPATA31 subfamily D member 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:38602]","transcribed_unprocessed_pseudogene"
"SPATA31D5P",347127,"SPATA31 subfamily D member 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:38602]","lncRNA"
"SPPL2C",162540,"signal peptide peptidase like 2C [Source:HGNC Symbol;Acc:HGNC:28902]","protein_coding"
"SRD5A3-AS1",100506462,"SRD5A3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44138]","lncRNA"
"SRRM2-AS1",100128788,"SRRM2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44162]","lncRNA"
"STARD4-AS1",100505678,"STARD4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44117]","lncRNA"
"STAU2-AS1",100128126,"STAU2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44101]","lncRNA"
"TBX5-AS1",255480,"TBX5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27402]","lncRNA"
"TESPA1",9840,"thymocyte expressed, positive selection associated 1 [Source:HGNC Symbol;Acc:HGNC:29109]","protein_coding"
"TEX26-AS1",100507064,"TEX26 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42784]","lncRNA"
"TGFBR3L",100507588,"transforming growth factor beta receptor 3 like [Source:HGNC Symbol;Acc:HGNC:44152]","protein_coding"
"TMEM178B",100507421,"transmembrane protein 178B [Source:HGNC Symbol;Acc:HGNC:44112]","protein_coding"
"TMEM247",388946,"transmembrane protein 247 [Source:HGNC Symbol;Acc:HGNC:42967]","protein_coding"
"TMLHE-AS1",100507404,"TMLHE antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44261]","lncRNA"
"TMLHE-AS1",101927830,"TMLHE antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44261]","lncRNA"
"TOB1-AS1",400604,"TOB1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44340]","lncRNA"
"TPBGL",100507050,"trophoblast glycoprotein like [Source:HGNC Symbol;Acc:HGNC:44159]","protein_coding"
"TRABD2B",388630,"TraB domain containing 2B [Source:HGNC Symbol;Acc:HGNC:44200]","protein_coding"
"TRHDE-AS1",NA,"TRHDE antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27471]","lncRNA"
"TRIM49B",283116,"tripartite motif containing 49B [Source:HGNC Symbol;Acc:HGNC:42955]","protein_coding"
"TRMT44",152992,"tRNA methyltransferase 44 homolog [Source:HGNC Symbol;Acc:HGNC:26653]","protein_coding"
"TRPC5OS",100329135,"TRPC5 opposite strand [Source:HGNC Symbol;Acc:HGNC:40593]","protein_coding"
"TSC22D1-AS1",641467,"TSC22D1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43684]","lncRNA"
"TSTD3",100130890,"thiosulfate sulfurtransferase like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:40910]","transcribed_unitary_pseudogene"
"TTN-AS1",100506866,"TTN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44124]","lncRNA"
"TTN-AS1",101927055,"TTN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44124]","lncRNA"
"UBOX5-AS1",100134015,"UBOX5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44111]","lncRNA"
"USP30-AS1",NA,"USP30 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40909]","lncRNA"
"UVSSA",57654,"UV stimulated scaffold protein A [Source:HGNC Symbol;Acc:HGNC:29304]","protein_coding"
"VPS13A-AS1",NA,"VPS13A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44167]","lncRNA"
"VWA8",23078,"von Willebrand factor A domain containing 8 [Source:HGNC Symbol;Acc:HGNC:29071]","protein_coding"
"VWA8-AS1",100507240,"VWA8 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:44270]","lncRNA"
"WTAPP1",NA,"WTAP pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44115]","transcribed_processed_pseudogene"
"WTAPP1",100288077,"WTAP pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44115]","lncRNA"
"ZC2HC1A",51101,"zinc finger C2HC-type containing 1A [Source:HGNC Symbol;Acc:HGNC:24277]","protein_coding"
"ZC2HC1C",79696,"zinc finger C2HC-type containing 1C [Source:HGNC Symbol;Acc:HGNC:20354]","protein_coding"
"ZFHX4-AS1",107986952,"ZFHX4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44165]","lncRNA"
"ZNF587B",100293516,"zinc finger protein 587B [Source:HGNC Symbol;Acc:HGNC:37142]","protein_coding"
"ZNF705B",100131980,"zinc finger protein 705B [Source:HGNC Symbol;Acc:HGNC:32284]","protein_coding"
"ZNF705B",100132396,"zinc finger protein 705B [Source:HGNC Symbol;Acc:HGNC:32284]","protein_coding"
"ZNF790-AS1",284408,"ZNF790 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27617]","lncRNA"
"AP5M1",55745,"adaptor related protein complex 5 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:20192]","protein_coding"
"ARHGEF28",64283,"Rho guanine nucleotide exchange factor 28 [Source:HGNC Symbol;Acc:HGNC:30322]","protein_coding"
"BLOC1S6",26258,"biogenesis of lysosomal organelles complex 1 subunit 6 [Source:HGNC Symbol;Acc:HGNC:8549]","protein_coding"
"CHIAP2",NA,"chitinase, acidic pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44463]","transcribed_unprocessed_pseudogene"
"CPQ",10404,"carboxypeptidase Q [Source:HGNC Symbol;Acc:HGNC:16910]","protein_coding"
"DESI1",27351,"desumoylating isopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:24577]","protein_coding"
"DESI2",51029,"desumoylating isopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:24264]","protein_coding"
"HELZ2",85441,"helicase with zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:30021]","protein_coding"
"MSRB1",51734,"methionine sulfoxide reductase B1 [Source:HGNC Symbol;Acc:HGNC:14133]","protein_coding"
"MTMR4",9110,"myotubularin related protein 4 [Source:HGNC Symbol;Acc:HGNC:7452]","protein_coding"
"MTMR6",9107,"myotubularin related protein 6 [Source:HGNC Symbol;Acc:HGNC:7453]","protein_coding"
"MTMR7",9108,"myotubularin related protein 7 [Source:HGNC Symbol;Acc:HGNC:7454]","protein_coding"
"MTMR8",55613,"myotubularin related protein 8 [Source:HGNC Symbol;Acc:HGNC:16825]","protein_coding"
"MTMR9",66036,"myotubularin related protein 9 [Source:HGNC Symbol;Acc:HGNC:14596]","protein_coding"
"MTMR9LP",NA,"myotubularin related protein 9 like, pseudogene [Source:HGNC Symbol;Acc:HGNC:27920]","transcribed_unprocessed_pseudogene"
"MTMR9LP",339483,"myotubularin related protein 9 like, pseudogene [Source:HGNC Symbol;Acc:HGNC:27920]","lncRNA"
"MTNR1A",4543,"melatonin receptor 1A [Source:HGNC Symbol;Acc:HGNC:7463]","protein_coding"
"MTNR1B",4544,"melatonin receptor 1B [Source:HGNC Symbol;Acc:HGNC:7464]","protein_coding"
"MTO1",25821,"mitochondrial tRNA translation optimization 1 [Source:HGNC Symbol;Acc:HGNC:19261]","protein_coding"
"MTOR",2475,"mechanistic target of rapamycin kinase [Source:HGNC Symbol;Acc:HGNC:3942]","protein_coding"
"MTPAP",55149,"mitochondrial poly(A) polymerase [Source:HGNC Symbol;Acc:HGNC:25532]","protein_coding"
"MTPN",136319,"myotrophin [Source:HGNC Symbol;Acc:HGNC:15667]","protein_coding"
"MTR",4548,"5-methyltetrahydrofolate-homocysteine methyltransferase [Source:HGNC Symbol;Acc:HGNC:7468]","protein_coding"
"MTRF1",9617,"mitochondrial translation release factor 1 [Source:HGNC Symbol;Acc:HGNC:7469]","protein_coding"
"MTRF1L",54516,"mitochondrial translation release factor 1 like [Source:HGNC Symbol;Acc:HGNC:21051]","protein_coding"
"MTRR",4552,"5-methyltetrahydrofolate-homocysteine methyltransferase reductase [Source:HGNC Symbol;Acc:HGNC:7473]","protein_coding"
"MTSS1",9788,"MTSS I-BAR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20443]","protein_coding"
"MTTP",4547,"microsomal triglyceride transfer protein [Source:HGNC Symbol;Acc:HGNC:7467]","protein_coding"
"MTUS1",57509,"microtubule associated scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:29789]","protein_coding"
"MTUS2",23281,"microtubule associated scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:20595]","protein_coding"
"MTX1",4580,"metaxin 1 [Source:HGNC Symbol;Acc:HGNC:7504]","protein_coding"
"MTX2",10651,"metaxin 2 [Source:HGNC Symbol;Acc:HGNC:7506]","protein_coding"
"MTX3",345778,"metaxin 3 [Source:HGNC Symbol;Acc:HGNC:24812]","protein_coding"
"MUC1",4582,"mucin 1, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7508]","protein_coding"
"MUC12",10071,"mucin 12, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7510]","protein_coding"
"MUC13",56667,"mucin 13, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7511]","protein_coding"
"MUC15",143662,"mucin 15, cell surface associated [Source:HGNC Symbol;Acc:HGNC:14956]","protein_coding"
"MUC16",94025,"mucin 16, cell surface associated [Source:HGNC Symbol;Acc:HGNC:15582]","protein_coding"
"MUC17",140453,"mucin 17, cell surface associated [Source:HGNC Symbol;Acc:HGNC:16800]","protein_coding"
"MUC2",4583,"mucin 2, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7512]","protein_coding"
"MUC20",200958,"mucin 20, cell surface associated [Source:HGNC Symbol;Acc:HGNC:23282]","protein_coding"
"MUC21",394263,"mucin 21, cell surface associated [Source:HGNC Symbol;Acc:HGNC:21661]","protein_coding"
"MUC22",100507679,"mucin 22 [Source:HGNC Symbol;Acc:HGNC:39755]","lncRNA"
"MUC22",100507679,"mucin 22 [Source:HGNC Symbol;Acc:HGNC:39755]","protein_coding"
"MUC4",4585,"mucin 4, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7514]","protein_coding"
"MUC4",4585,"mucin 4, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7514]","unprocessed_pseudogene"
"MUC5B",727897,"mucin 5B, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7516]","protein_coding"
"MUC6",4588,"mucin 6, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7517]","protein_coding"
"MUC7",4589,"mucin 7, secreted [Source:HGNC Symbol;Acc:HGNC:7518]","protein_coding"
"MUCL1",118430,"mucin like 1 [Source:HGNC Symbol;Acc:HGNC:30588]","protein_coding"
"MUL1",79594,"mitochondrial E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:25762]","protein_coding"
"MUS81",80198,"MUS81 structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:29814]","protein_coding"
"MUSK",4593,"muscle associated receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7525]","protein_coding"
"MUTYH",4595,"mutY DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7527]","protein_coding"
"MVD",4597,"mevalonate diphosphate decarboxylase [Source:HGNC Symbol;Acc:HGNC:7529]","protein_coding"
"MVK",4598,"mevalonate kinase [Source:HGNC Symbol;Acc:HGNC:7530]","protein_coding"
"MVP",9961,"major vault protein [Source:HGNC Symbol;Acc:HGNC:7531]","protein_coding"
"MX1",4599,"MX dynamin like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:7532]","protein_coding"
"MX2",4600,"MX dynamin like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:7533]","protein_coding"
"MXD1",4084,"MAX dimerization protein 1 [Source:HGNC Symbol;Acc:HGNC:6761]","protein_coding"
"MXD3",83463,"MAX dimerization protein 3 [Source:HGNC Symbol;Acc:HGNC:14008]","protein_coding"
"MXD4",10608,"MAX dimerization protein 4 [Source:HGNC Symbol;Acc:HGNC:13906]","protein_coding"
"MXI1",4601,"MAX interactor 1, dimerization protein [Source:HGNC Symbol;Acc:HGNC:7534]","protein_coding"
"MXRA5",25878,"matrix remodeling associated 5 [Source:HGNC Symbol;Acc:HGNC:7539]","protein_coding"
"MXRA7",439921,"matrix remodeling associated 7 [Source:HGNC Symbol;Acc:HGNC:7541]","protein_coding"
"MXRA8",54587,"matrix remodeling associated 8 [Source:HGNC Symbol;Acc:HGNC:7542]","protein_coding"
"MYADM",91663,"myeloid associated differentiation marker [Source:HGNC Symbol;Acc:HGNC:7544]","protein_coding"
"MYADML",NA,"myeloid associated differentiation marker like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:31019]","transcribed_processed_pseudogene"
"MYADML2",255275,"myeloid associated differentiation marker like 2 [Source:HGNC Symbol;Acc:HGNC:34548]","protein_coding"
"MYB",4602,"MYB proto-oncogene, transcription factor [Source:HGNC Symbol;Acc:HGNC:7545]","protein_coding"
"MYBBP1A",10514,"MYB binding protein 1a [Source:HGNC Symbol;Acc:HGNC:7546]","protein_coding"
"MYBL1",4603,"MYB proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:7547]","protein_coding"
"MYBL2",4605,"MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548]","protein_coding"
"MYBPC2",4606,"myosin binding protein C2 [Source:HGNC Symbol;Acc:HGNC:7550]","protein_coding"
"MYBPC3",4607,"myosin binding protein C3 [Source:HGNC Symbol;Acc:HGNC:7551]","protein_coding"
"MYBPH",4608,"myosin binding protein H [Source:HGNC Symbol;Acc:HGNC:7552]","protein_coding"
"MYBPHL",343263,"myosin binding protein H like [Source:HGNC Symbol;Acc:HGNC:30434]","protein_coding"
"MYC",4609,"MYC proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7553]","protein_coding"
"MYCBP",26292,"MYC binding protein [Source:HGNC Symbol;Acc:HGNC:7554]","protein_coding"
"MYCBP2",23077,"MYC binding protein 2 [Source:HGNC Symbol;Acc:HGNC:23386]","protein_coding"
"MYCBPAP",84073,"MYCBP associated protein [Source:HGNC Symbol;Acc:HGNC:19677]","protein_coding"
"MYCN",4613,"MYCN proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7559]","protein_coding"
"MYCNOS",10408,"MYCN opposite strand [Source:HGNC Symbol;Acc:HGNC:16911]","lncRNA"
"MYCT1",80177,"MYC target 1 [Source:HGNC Symbol;Acc:HGNC:23172]","protein_coding"
"MYD88",4615,"MYD88 innate immune signal transduction adaptor [Source:HGNC Symbol;Acc:HGNC:7562]","protein_coding"
"MYEF2",50804,"myelin expression factor 2 [Source:HGNC Symbol;Acc:HGNC:17940]","protein_coding"
"MYEOV",26579,"myeloma overexpressed [Source:HGNC Symbol;Acc:HGNC:7563]","protein_coding"
"MYF5",4617,"myogenic factor 5 [Source:HGNC Symbol;Acc:HGNC:7565]","protein_coding"
"MYF6",4618,"myogenic factor 6 [Source:HGNC Symbol;Acc:HGNC:7566]","protein_coding"
